country,year,total_deaths_that_are_from_all_causes__in_both_sexes_aged_all_ages,total_estimated_deaths,difference,share_deaths_with_cause
Uzbekistan,2018,154913,198098,-43185,78.20018375
Kuwait,2018,6807,8708,-1901,78.16949931
Panama,1976,8578,10975,-2397,78.1594533
Panama,1967,8938,11437,-2499,78.14986447
Cyprus,2015,5887,7534,-1647,78.13910273
Syria,2007,58260,74566,-16306,78.13212456
South Africa,1997,316505,405333,-88828,78.08517935
El Salvador,2011,33162,42488,-9326,78.05027302
Syria,2005,56903,72918,-16015,78.03697304
Saint Kitts and Nevis,2012,341,437,-96,78.03203661
Albania,2009,15662,20073,-4411,78.02520799
Sri Lanka,2006,117467,150680,-33213,77.95792408
Uzbekistan,1997,137331,176403,-39072,77.85071682
Mexico,1955,407522,523892,-116370,77.78740656
South Korea,1986,191782,246614,-54832,77.76606356
Moldova,1996,50059,64372,-14313,77.76517741
Georgia,1998,39404,50677,-11273,77.75519466
Armenia,1985,19581,25191,-5610,77.73014172
Thailand,1983,252592,325063,-72471,77.70555246
Egypt,1979,444753,572435,-127682,77.6949348
El Salvador,1995,29161,37538,-8377,77.68394693
Panama,1965,8687,11185,-2498,77.66651766
Nicaragua,2018,23535,30313,-6778,77.63995645
Belize,1986,787,1014,-227,77.61341223
Guatemala,1996,60618,78106,-17488,77.60991473
Sri Lanka,2007,118992,153324,-34332,77.60820224
Panama,1959,8789,11335,-2546,77.53859727
Mayotte,2013,414,534,-120,77.52808989
Cyprus,2017,6033,7782,-1749,77.52505783
Sri Lanka,1961,81653,105368,-23715,77.49316681
Singapore,2016,18856,24353,-5497,77.4278323
Mauritius,1962,6325,8169,-1844,77.42685763
Turkey,2011,312249,403319,-91070,77.41985872
Qatar,2021,2741,3542,-801,77.38565782
Jamaica,1977,13006,16807,-3801,77.38442316
Singapore,2018,20095,25978,-5883,77.35391485
Costa Rica,1962,10861,14053,-3192,77.28598876
Suriname,2010,3002,3886,-884,77.25167267
Ecuador,1975,55053,71273,-16220,77.24243402
Uzbekistan,2001,132542,171629,-39087,77.22587675
El Salvador,2003,29395,38074,-8679,77.20491674
South Korea,1988,190194,246352,-56158,77.20416315
Sri Lanka,1959,87971,114021,-26050,77.1533314
Uzbekistan,2013,145672,188825,-43153,77.14656428
El Salvador,2013,34247,44394,-10147,77.14330765
El Salvador,2006,31453,40776,-9323,77.13606043
El Salvador,2004,30058,38975,-8917,77.12123156
Uzbekistan,2019,154569,200442,-45873,77.11407789
Uzbekistan,2004,131287,170355,-39068,77.06671363
El Salvador,2005,30933,40151,-9218,77.0416677
Antigua and Barbuda,2009,372,483,-111,77.01863354
Sri Lanka,2003,115495,149987,-34492,77.00334029
Egypt,1967,440161,571701,-131540,76.99146932
Guyana,1990,4878,6337,-1459,76.9764873
Jamaica,2006,13682,17777,-4095,76.9646172
Moldova,2002,41853,54401,-12548,76.93424753
El Salvador,2008,31594,41083,-9489,76.9028552
South Korea,1987,193954,252275,-58321,76.88197404
Nicaragua,2013,21381,27816,-6435,76.86583261
Venezuela,1967,62083,80800,-18717,76.83539604
Brazil,1989,814726,1060454,-245728,76.8280378
South Korea,1989,188993,246133,-57140,76.78490897
Albania,2007,14528,18935,-4407,76.72564035
Saint Lucia,2011,969,1263,-294,76.72209026
Armenia,1986,19410,25306,-5896,76.70117759
Turkey,2010,294501,384167,-89666,76.6596298
Kyrgyzstan,1986,29083,38032,-8949,76.46981489
Georgia,1994,41596,54397,-12801,76.46745225
Nicaragua,2015,22359,29251,-6892,76.43841236
Cyprus,2005,5425,7099,-1674,76.41921397
Cyprus,2000,5369,7026,-1657,76.41616852
Cyprus,2007,5380,7043,-1663,76.38790288
Argentina,1966,153893,201504,-47611,76.3721812
Egypt,1974,457620,599313,-141693,76.35742926
Cyprus,2020,6532,8566,-2034,76.25496148
Brazil,1986,810460,1063459,-252999,76.20980216
Sri Lanka,2000,116200,152525,-36325,76.18423209
Brazil,1992,825240,1083595,-258355,76.15760501
Singapore,2019,20288,26644,-6356,76.14472301
Brunei,2012,1216,1597,-381,76.14276769
Colombia,1954,150761,198066,-47305,76.11654701
Belize,1987,761,1000,-239,76.1
Panama,1964,8454,11110,-2656,76.09360936
Venezuela,1966,61521,80969,-19448,75.98093097
Syria,2001,52832,69601,-16769,75.90695536
Sri Lanka,1958,90815,119680,-28865,75.88151738
Brazil,1984,809190,1067176,-257986,75.82535589
Panama,1961,8435,11131,-2696,75.77935495
El Salvador,1993,28783,37998,-9215,75.74872362
El Salvador,2007,31349,41389,-10040,75.742347
Brazil,1990,816434,1078578,-262144,75.69540636
Armenia,1987,19727,26085,-6358,75.6258386
Uzbekistan,2010,138408,183059,-44651,75.6084104
Uzbekistan,1999,130529,172665,-42136,75.59667564
Egypt,1973,459816,608925,-149109,75.51274788
Cyprus,2019,6262,8301,-2039,75.43669437
Egypt,1975,448433,594716,-146283,75.40288138
Thailand,1982,247402,328202,-80800,75.38101535
Egypt,1976,444228,589536,-145308,75.35214135
Antigua and Barbuda,1988,363,482,-119,75.31120332
Brazil,1987,798818,1060998,-262180,75.28930309
Suriname,1978,2730,3627,-897,75.2688172
Oman,2020,10526,13991,-3465,75.23407905
Azerbaijan,2002,46526,61866,-15340,75.20447419
Panama,1985,8991,11956,-2965,75.20073603
Qatar,2019,2087,2776,-689,75.18011527
Suriname,1980,2695,3587,-892,75.13242264
Nicaragua,2012,20300,27021,-6721,75.12675327
Belize,1993,819,1091,-272,75.06874427
Cuba,1964,47996,63943,-15947,75.06060085
Venezuela,1964,61281,81646,-20365,75.05695319
Kuwait,2019,7306,9734,-2428,75.05650298
El Salvador,2002,27476,36637,-9161,74.99522341
Venezuela,1965,60857,81188,-20331,74.95812189
Suriname,2011,2989,3989,-1000,74.93106042
Sri Lanka,2001,112858,150668,-37810,74.90508934
Belize,1984,785,1048,-263,74.90458015
Dominican Republic,2014,44934,60004,-15070,74.88500767
South Africa,1996,290833,388444,-97611,74.87128132
Dominica,2001,510,682,-172,74.78005865
Panama,1960,8387,11218,-2831,74.76377251
Dominica,2017,601,805,-204,74.65838509
Thailand,1980,247970,332147,-84177,74.65670321
Sri Lanka,1957,92759,124265,-31506,74.64611918
Cyprus,2004,5225,7000,-1775,74.64285714
Cyprus,2014,5539,7421,-1882,74.63953645
Egypt,1980,421227,564397,-143170,74.633104
Suriname,2008,2972,3984,-1012,74.59839357
Guyana,1993,4514,6053,-1539,74.57459111
Montenegro,2019,5069,6801,-1732,74.53315689
Paraguay,2008,23338,31335,-7997,74.47901707
Dominica,2009,559,751,-192,74.43408788
Sri Lanka,2002,111863,150312,-38449,74.42053861
Bahrain,1985,1097,1476,-379,74.32249322
Jamaica,1989,12190,16417,-4227,74.25229945
Moldova,2000,41224,55528,-14304,74.24002305
Panama,1957,8579,11567,-2988,74.16789142
Belize,1989,744,1004,-260,74.10358566
Georgia,1997,37679,50885,-13206,74.0473617
Brazil,1991,802292,1083804,-281512,74.02556182
Cyprus,2012,5500,7432,-1932,74.00430571
Turkey,2009,281504,380439,-98935,73.99451686
Syria,2004,53325,72079,-18754,73.98132605
Paraguay,2007,23007,31125,-8118,73.91807229
Dominica,2010,589,797,-208,73.902133
Dominica,1987,455,616,-161,73.86363636
Brazil,1985,787341,1066387,-279046,73.83257673
Jamaica,1990,12172,16496,-4324,73.78758487
El Salvador,2012,32122,43538,-11416,73.77922734
Nicaragua,2011,19523,26475,-6952,73.74126534
Panama,1988,9382,12731,-3349,73.69413243
Egypt,1965,411636,558711,-147075,73.67601497
Dominica,2012,618,839,-221,73.659118
Mongolia,1994,14986,20354,-5368,73.62680554
Moldova,2001,40076,54472,-14396,73.57174328
Suriname,1989,2326,3163,-837,73.53778059
Suriname,2013,3147,4280,-1133,73.52803738
Belize,1970,797,1084,-287,73.52398524
Dominica,1990,512,697,-185,73.45767575
Panama,1986,8942,12177,-3235,73.43352221
Fiji,1978,3272,4457,-1185,73.41260938
Tajikistan,2016,34126,46502,-12376,73.38609092
Azerbaijan,2000,46701,63647,-16946,73.3750216
Saint Lucia,2000,818,1115,-297,73.3632287
Panama,1987,9105,12429,-3324,73.25609462
Paraguay,2006,22728,31028,-8300,73.24996777
Venezuela,1957,61814,84400,-22586,73.23933649
Saint Vincent and the Grenadines,2021,1027,1403,-376,73.2002851
Guyana,1991,4549,6217,-1668,73.17033939
Uzbekistan,2009,133610,182611,-49001,73.16645766
Philippines,1963,215743,294919,-79176,73.1533065
Cyprus,1999,5071,6947,-1876,72.99553764
Dominica,1981,340,466,-126,72.96137339
Guyana,1999,4197,5753,-1556,72.95324179
Oman,2021,12546,17206,-4660,72.9164245
Azerbaijan,1994,54921,75356,-20435,72.88205319
Cyprus,2009,5182,7121,-1939,72.77067828
Panama,1983,8499,11691,-3192,72.69694637
Panama,1977,8036,11063,-3027,72.63852481
Nicaragua,2010,19147,26364,-7217,72.62554999
Panama,1979,8221,11323,-3102,72.60443345
United Arab Emirates,2018,8784,12102,-3318,72.58304412
Belize,1977,759,1046,-287,72.56214149
Georgia,1995,37874,52226,-14352,72.51943476
Cyprus,2008,5194,7169,-1975,72.45082996
Thailand,1981,239423,330480,-91057,72.44704672
Thailand,1985,225088,310818,-85730,72.41794233
Belize,1973,777,1073,-296,72.4137931
Paraguay,2004,21787,30110,-8323,72.35802059
Cyprus,2011,5248,7257,-2009,72.31638418
Cyprus,2018,5813,8042,-2229,72.28301418
Suriname,2014,3150,4359,-1209,72.2642808
Dominica,2005,489,677,-188,72.23042836
El Salvador,1992,27900,38639,-10739,72.20683765
Brazil,1983,770736,1067947,-297211,72.1698736
Dominica,2014,614,851,-237,72.15041128
Suriname,2009,2807,3891,-1084,72.14083783
Saint Kitts and Nevis,1969,414,574,-160,72.12543554
Philippines,1964,214936,298142,-83206,72.09182202
Venezuela,1955,59329,82412,-23083,71.99072951
Azerbaijan,2001,45284,62907,-17623,71.98562958
Dominica,1991,518,720,-202,71.94444444
Egypt,1978,415605,577690,-162085,71.94256435
Panama,1956,8352,11611,-3259,71.93178882
Guyana,1994,4304,5986,-1682,71.90110257
Cyprus,2006,5127,7131,-2004,71.8973496
Panama,1958,8234,11460,-3226,71.84991274
Mexico,1956,368740,513334,-144594,71.83237424
Dominica,1989,497,692,-195,71.82080925
Sri Lanka,1955,94368,131593,-37225,71.71202116
Paraguay,2005,22069,30788,-8719,71.68052488
Venezuela,1963,58269,81404,-23135,71.58002064
Belize,1967,811,1133,-322,71.57987643
Belize,1994,763,1066,-303,71.57598499
Venezuela,1956,59366,82953,-23587,71.56582643
Thailand,1979,241111,336933,-95822,71.56051797
Suriname,1979,2575,3600,-1025,71.52777778
Syria,2003,49998,69988,-19990,71.43796079
Venezuela,1958,59766,83664,-23898,71.43574297
Egypt,1971,427467,598847,-171380,71.38167178
Thailand,1986,218025,305499,-87474,71.36684572
Dominica,2013,619,868,-249,71.31336406
Dominica,1983,345,484,-139,71.28099174
Guyana,1984,4781,6708,-1927,71.27310674
Azerbaijan,1999,46295,65053,-18758,71.16505004
Thailand,1984,225282,316927,-91645,71.0832463
Suriname,1975,2670,3757,-1087,71.06734096
Panama,1962,7871,11083,-3212,71.01867725
Armenia,1988,35567,50189,-14622,70.86612604
Moldova,1997,42241,59610,-17369,70.86227143
Cyprus,2016,5472,7726,-2254,70.82578307
Thailand,1974,246459,347996,-101537,70.82236577
Dominican Republic,2018,46260,65334,-19074,70.80539994
Cyprus,2013,5272,7452,-2180,70.74610843
Cyprus,2010,5095,7205,-2110,70.7147814
Suriname,2007,2874,4065,-1191,70.70110701
Armenia,1982,17469,24802,-7333,70.43383598
Thailand,1977,236783,336505,-99722,70.36537347
Suriname,1999,2511,3570,-1059,70.33613445
Moldova,1999,41314,58751,-17437,70.32050518
Costa Rica,1961,9726,13853,-4127,70.20861907
Panama,1982,8142,11597,-3455,70.20781237
Tajikistan,1988,35334,50343,-15009,70.18652047
Malaysia,2018,117387,167497,-50110,70.08304626
Azerbaijan,1995,50828,72552,-21724,70.05733819
Suriname,1963,2400,3430,-1030,69.97084548
Singapore,2020,20985,29992,-9007,69.96865831
Antigua and Barbuda,1983,312,446,-134,69.95515695
Brazil,1981,749355,1071389,-322034,69.94238321
Panama,1984,8250,11801,-3551,69.90932972
Suriname,1976,2593,3711,-1118,69.8733495
Belize,1975,723,1035,-312,69.85507246
Jamaica,1986,12063,17275,-5212,69.829233
Iran,2014,272822,390733,-117911,69.8231273
Brazil,1980,749644,1073639,-323995,69.8227244
Belize,1991,742,1063,-321,69.80244591
Jamaica,1988,11755,16864,-5109,69.70469639
Dominica,1988,424,609,-185,69.62233169
Panama,1980,7959,11436,-3477,69.59601259
Panama,1955,8042,11558,-3516,69.57951203
Suriname,1985,2275,3270,-995,69.57186544
Cape Verde,1980,2281,3280,-999,69.54268293
Tajikistan,1981,31637,45498,-13861,69.53492461
Suriname,1991,2165,3115,-950,69.5024077
Jamaica,1981,11849,17051,-5202,69.49152542
Suriname,1982,2377,3423,-1046,69.44200993
Sri Lanka,2009,127776,184037,-56261,69.42951689
Tajikistan,1982,32053,46208,-14155,69.36677632
Venezuela,1959,57260,82574,-25314,69.34386126
Tajikistan,2017,32024,46184,-14160,69.34003118
Brazil,1982,740966,1069020,-328054,69.31264148
Suriname,1984,2290,3304,-1014,69.30992736
Panama,1981,7976,11522,-3546,69.22409304
Thailand,1975,237018,342433,-105415,69.21587581
Thailand,1978,233216,337052,-103836,69.19288418
Barbados,2001,1712,2478,-766,69.08797417
Venezuela,1961,55466,80296,-24830,69.07691541
